path,height,weight,BMI
../data/raw/images/m_189.jpg,2.06,154.0,36.2899425
../data/raw/images/m_190.jpg,1.75,69.0,22.53061224
../data/raw/images/m_191.jpg,1.8,85.0,26.2345679
../data/raw/images/m_192.jpg,1.78,73.0,23.0400202
../data/raw/images/m_193.jpg,1.84,80.0,23.6294896
../data/raw/images/m_194.jpg,1.87,83.0,23.73530842
../data/raw/images/m_195.jpg,1.85,81.0,23.66691015
../data/raw/images/m_196.jpg,1.83,83.0,24.78425752
../data/raw/images/m_197.jpg,1.93,106.0,28.45713979
../data/raw/images/m_198.jpg,1.75,72.0,23.51020408
../data/raw/images/m_199.jpg,1.75,100.0,32.65306122
../data/raw/images/m_200.jpg,1.93,95.0,25.50404038
../data/raw/images/m_201.jpg,1.85,86.0,25.12783053
../data/raw/images/m_202.jpg,1.81,84.0,25.64024297
../data/raw/images/m_203.jpg,1.77,118.0,37.66478343
../data/raw/images/m_204.jpg,1.8,90.0,27.77777778
../data/raw/images/m_205.jpg,1.85,87.0,25.42001461
../data/raw/images/m_206.jpg,1.87,86.0,24.59321113
../data/raw/images/m_207.jpg,1.8,73.0,22.5308642
../data/raw/images/m_208.jpg,1.78,77.0,24.30248706
../data/raw/images/m_209.jpg,1.97,91.0,23.44816924
../data/raw/images/m_210.jpg,1.86,83.0,23.99121286
../data/raw/images/m_211.jpg,1.78,76.0,23.98687034
../data/raw/images/m_212.jpg,1.63,83.0,31.23941436
../data/raw/images/m_213.jpg,1.88,79.0,22.35174287
../data/raw/images/m_214.jpg,1.8,80.0,24.69135802
../data/raw/images/m_215.jpg,1.71,72.0,24.62296091
../data/raw/images/m_216.jpg,1.87,90.0,25.73708141
../data/raw/images/m_217.jpg,1.78,77.0,24.30248706
../data/raw/images/m_218.jpg,1.87,77.0,22.01950299
../data/raw/images/m_219.jpg,1.88,84.0,23.76641014
../data/raw/images/m_220.jpg,1.83,86.0,25.68007405
../data/raw/images/m_221.jpg,1.85,86.0,25.12783053
../data/raw/images/m_222.jpg,1.87,86.0,24.59321113
../data/raw/images/m_223.jpg,1.7,64.0,22.14532872
../data/raw/images/m_224.jpg,1.96,107.0,27.85297793
../data/raw/images/m_225.jpg,1.63,77.0,28.98114344
../data/raw/images/m_226.jpg,1.7,75.0,25.95155709
../data/raw/images/m_227.jpg,1.93,86.0,23.08786813
../data/raw/images/m_228.jpg,1.88,83.0,23.48347669
../data/raw/images/m_229.jpg,1.96,98.0,25.51020408
../data/raw/images/m_230.jpg,1.87,87.0,24.8791787
../data/raw/images/m_231.jpg,1.85,79.0,23.082542
../data/raw/images/m_232.jpg,1.91,86.0,23.57391519
../data/raw/images/m_233.jpg,1.75,71.0,23.18367347
../data/raw/images/m_234.jpg,1.73,75.0,25.05930703
../data/raw/images/m_235.jpg,1.93,93.0,24.96711321
../data/raw/images/m_236.jpg,1.91,82.0,22.47745402
../data/raw/images/m_237.jpg,1.83,90.0,26.8744961
../data/raw/images/m_238.jpg,1.82,84.0,25.35925613
../data/raw/images/m_239.jpg,1.88,97.0,27.44454504
../data/raw/images/m_240.jpg,1.78,78.0,24.61810377
../data/raw/images/m_241.jpg,1.85,77.0,22.49817385
../data/raw/images/m_242.jpg,1.88,92.0,26.02987777
../data/raw/images/m_243.jpg,1.85,72.0,21.03725347
../data/raw/images/m_244.jpg,1.69,91.0,31.86162949
../data/raw/images/m_245.jpg,1.7,87.0,30.10380623
../data/raw/images/m_246.JPG,1.78,72.0,22.72440348
../data/raw/images/m_247.jpg,2.31,210.0,39.35458481
../data/raw/images/m_248.jpg,1.76,72.0,23.24380165
../data/raw/images/m_249.jpg,1.83,77.0,22.99262444
../data/raw/images/m_250.jpg,1.79,80.0,24.96800974
../data/raw/images/m_251.jpg,1.92,89.0,24.14279514
../data/raw/images/m_252.jpg,1.91,87.0,23.84803048
../data/raw/images/m_253.jpg,1.87,91.0,26.02304899
../data/raw/images/m_254.jpg,1.7,68.0,23.52941176
../data/raw/images/m_255.jpg,1.82,80.0,24.1516725
../data/raw/images/m_256.jpg,1.88,83.0,23.48347669
../data/raw/images/m_257.jpg,1.82,75.0,22.64219297
../data/raw/images/m_258.jpg,1.88,83.0,23.48347669
../data/raw/images/m_259.jpg,1.75,70.0,22.85714286
../data/raw/images/m_260.jpg,1.85,75.0,21.9138057
../data/raw/images/m_261.jpg,1.74,75.0,24.77209671
../data/raw/images/m_262.jpg,1.75,72.0,23.51020408
../data/raw/images/m_263.jpg,1.81,81.0,24.72452001
../data/raw/images/m_264.jpg,1.73,75.0,25.05930703
../data/raw/images/m_265.jpg,1.86,80.0,23.12406059
../data/raw/images/m_266.jpg,2.21,96.0,19.65561721
../data/raw/images/m_267.jpg,1.78,77.0,24.30248706
../data/raw/images/m_268.jpg,1.85,80.0,23.37472608
../data/raw/images/m_269.jpg,1.75,72.0,23.51020408
../data/raw/images/m_270.jpg,1.85,87.0,25.42001461
../data/raw/images/m_271.jpg,1.83,77.0,22.99262444
../data/raw/images/m_272.jpg,1.7,61.0,21.10726644
../data/raw/images/m_273.jpg,2.06,109.0,25.68573852
../data/raw/images/m_274.jpg,1.82,83.0,25.05736022
../data/raw/images/m_275.jpg,1.75,66.0,21.55102041
../data/raw/images/m_276.jpg,1.83,81.0,24.18704649
../data/raw/images/m_277.jpg,1.75,80.0,26.12244898
../data/raw/images/m_278.jpg,1.73,77.0,25.72755521
../data/raw/images/m_279.jpg,2.03,157.0,38.09847363
../data/raw/images/m_280.jpg,1.73,78.0,26.06167931
../data/raw/images/m_281.jpg,2.06,107.0,25.21444057
../data/raw/images/m_282.jpg,1.88,87.0,24.6152105
../data/raw/images/m_283.jpg,2.21,109.0,22.31731537
../data/raw/images/m_284.jpg,2.08,110.0,25.42529586
../data/raw/images/m_285.jpg,1.75,87.0,28.40816327
../data/raw/images/m_286.jpg,2.08,104.0,24.03846154
../data/raw/images/m_287.jpg,1.77,75.0,23.93948099
../data/raw/images/m_288.jpg,1.75,77.0,25.14285714
../data/raw/images/m_289.jpg,1.75,81.0,26.44897959
../data/raw/images/m_290.jpg,2.03,113.0,27.4211944
../data/raw/images/m_291.jpg,1.75,86.0,28.08163265
../data/raw/images/m_292.jpg,1.7,73.0,25.25951557
../data/raw/images/m_293.jpg,1.83,75.0,22.39541342
../data/raw/images/m_294.jpg,1.91,89.0,24.39626107
../data/raw/images/m_295.jpg,1.93,102.0,27.38328546
../data/raw/images/m_296.jpg,1.8,73.0,22.5308642
../data/raw/images/m_297.jpg,1.91,94.0,25.76683753
../data/raw/images/m_298.jpg,1.7,72.0,24.91349481
../data/raw/images/m_299.jpg,2.15,117.0,25.31097891
../data/raw/images/m_300.jpg,1.73,68.0,22.72043837
../data/raw/images/m_301.jpg,1.73,77.0,25.72755521
../data/raw/images/m_302.jpg,1.83,77.0,22.99262444
../data/raw/images/m_303.jpg,1.88,87.0,24.6152105
../data/raw/images/m_304.jpg,2.31,100.0,18.74027848
../data/raw/images/m_305.jpg,1.68,69.0,24.44727891
../data/raw/images/m_306.jpg,1.9,83.0,22.99168975
../data/raw/images/m_307.jpg,1.92,79.0,21.43012153
../data/raw/images/m_308.jpg,1.78,84.0,26.51180407
../data/raw/images/m_309.jpg,1.68,75.0,26.57312925
../data/raw/images/m_310.jpg,1.98,122.0,31.11927354
../data/raw/images/m_311.jpg,1.83,79.0,23.58983547
../data/raw/images/m_312.jpg,1.73,80.0,26.7299275
../data/raw/images/m_313.jpg,1.69,70.0,24.50894577
../data/raw/images/m_314.jpg,1.71,80.0,27.35884546
../data/raw/images/m_315.jpg,2.11,110.0,24.70744143
../data/raw/images/m_316.jpg,1.82,80.0,24.1516725
../data/raw/images/m_317.jpg,1.78,84.0,26.51180407
../data/raw/images/m_318.jpg,1.83,82.0,24.48565201
../data/raw/images/m_319.jpg,1.78,75.0,23.67125363
../data/raw/images/m_320.jpg,1.78,77.0,24.30248706
../data/raw/images/m_321.jpg,1.96,103.0,26.81174511
../data/raw/images/m_322.jpg,1.7,66.0,22.83737024
../data/raw/images/m_323.jpg,1.73,72.0,24.05693475
../data/raw/images/m_324.jpg,1.88,81.0,22.91760978
../data/raw/images/m_325.jpg,1.83,82.0,24.48565201
../data/raw/images/m_326.jpg,1.83,76.0,22.69401893
../data/raw/images/m_327.jpg,1.83,82.0,24.48565201
../data/raw/images/m_328.jpg,1.78,78.0,24.61810377
../data/raw/images/m_329.jpg,1.77,97.0,30.96172875
../data/raw/images/m_330.jpg,1.75,75.0,24.48979592
../data/raw/images/m_331.jpg,1.77,79.0,25.21625331
../data/raw/images/m_332.jpg,1.78,74.0,23.35563691
../data/raw/images/m_333.jpg,1.63,61.0,22.95908766
../data/raw/images/m_334.jpg,1.8,68.0,20.98765432
../data/raw/images/m_335.jpg,1.95,95.0,24.98356345
../data/raw/images/m_336.JPG,1.3,40.0,23.66863905
../data/raw/images/m_337.jpg,1.68,72.0,25.51020408
../data/raw/images/m_338.jpg,1.85,98.0,28.63403944
../data/raw/images/m_339.jpg,1.75,78.0,25.46938776
../data/raw/images/m_340.jpg,2.16,117.0,25.07716049
../data/raw/images/m_341.jpg,1.85,77.0,22.49817385
../data/raw/images/m_342.jpg,1.83,82.0,24.48565201
../data/raw/images/m_343.jpg,1.73,74.0,24.72518293
../data/raw/images/m_344.jpg,1.73,74.0,24.72518293
../data/raw/images/m_345.jpg,1.9,84.0,23.26869806
../data/raw/images/m_346.jpg,1.83,78.0,23.29122996
../data/raw/images/m_347.jpg,1.83,72.0,21.49959688
../data/raw/images/m_348.jpg,1.7,68.0,23.52941176
../data/raw/images/m_349.jpg,1.75,76.0,24.81632653
../data/raw/images/m_350.jpg,1.83,90.0,26.8744961
../data/raw/images/m_351.jpg,2.13,150.0,33.062223100000004
../data/raw/images/m_352.jpg,1.8,77.0,23.7654321
../data/raw/images/m_353.jpg,1.79,75.0,23.40750913
../data/raw/images/m_354.jpg,1.78,73.0,23.0400202
../data/raw/images/m_355.jpg,1.79,77.0,24.03170937
../data/raw/images/m_356.jpg,1.8,88.0,27.16049383
../data/raw/images/m_357.jpg,1.78,77.0,24.30248706
../data/raw/images/m_358.jpg,1.9,104.0,28.80886427
../data/raw/images/m_359.jpg,1.77,82.0,26.17383255
../data/raw/images/m_360.jpg,1.78,78.0,24.61810377
../data/raw/images/m_361.jpg,1.88,82.0,23.20054323
../data/raw/images/m_362.jpg,1.8,78.0,24.07407407
../data/raw/images/m_363.jpg,2.13,174.0,38.3521788
../data/raw/images/m_364.jpg,1.57,71.0,28.80441397
../data/raw/images/m_365.jpg,2.26,138.0,27.01856058
../data/raw/images/m_366.jpg,1.75,75.0,24.48979592
../data/raw/images/m_367.jpg,1.68,67.0,23.73866213
../data/raw/images/m_368.jpg,1.87,82.0,23.44934084
../data/raw/images/m_369.jpg,1.77,80.0,25.53544639
../data/raw/images/m_370.jpg,2.22,125.0,25.36320104
../data/raw/images/m_371.jpg,2.18,99.0,20.83157983
../data/raw/images/m_372.jpg,2.11,110.0,24.70744143
../data/raw/images/m_373.jpg,1.75,68.0,22.20408163
../data/raw/images/m_374.jpg,2.01,111.0,27.47456746
../data/raw/images/m_375.jpg,1.7,73.0,25.25951557
../data/raw/images/m_376.jpg,2.24,147.0,29.296875
../data/raw/images/m_377.jpg,1.6,55.0,21.484375
../data/raw/images/m_378.jpg,1.78,75.0,23.67125363
../data/raw/images/m_379.jpg,1.89,86.0,24.07547381
../data/raw/images/m_380.jpg,1.91,92.0,25.21860695
../data/raw/images/m_381.jpg,1.85,92.0,26.88093499
../data/raw/images/m_382.JPG,2.24,103.0,20.52774235
../data/raw/images/m_383.jpg,2.0,95.0,23.75
../data/raw/images/m_384.jpg,2.21,104.0,21.29358531
../data/raw/images/m_385.jpg,1.73,113.0,37.75602259
../data/raw/images/m_386.jpg,1.7,74.0,25.60553633
../data/raw/images/m_387.jpg,1.88,86.0,24.33227705
../data/raw/images/m_388.jpg,1.83,92.0,27.47170713
../data/raw/images/m_389.jpg,2.11,100.0,22.46131039
../data/raw/images/m_390.jpg,1.8,80.0,24.69135802
../data/raw/images/m_391.jpg,2.18,212.0,44.60903964
../data/raw/images/m_392.jpg,2.13,127.0,27.99268223
../data/raw/images/m_393.jpg,2.03,136.0,33.00249945
../data/raw/images/m_394.jpg,1.84,96.0,28.35538752
../data/raw/images/m_395.jpg,1.82,80.0,24.1516725
../data/raw/images/m_396.jpg,2.24,110.0,21.92283163
../data/raw/images/m_397.jpg,1.85,89.0,26.00438276
../data/raw/images/m_398.jpg,1.8,75.0,23.14814815
../data/raw/images/m_399.jpg,1.7,67.0,23.183391
../data/raw/images/m_400.jpg,1.77,75.0,23.93948099
../data/raw/images/m_401.jpg,1.74,78.0,25.76298058
../data/raw/images/m_402.jpg,1.85,75.0,21.9138057
../data/raw/images/m_403.jpg,1.75,79.0,25.79591837
../data/raw/images/m_404.jpg,1.87,88.0,25.16514627
../data/raw/images/m_405.jpg,2.09,112.0,25.64043863
../data/raw/images/m_406.jpg,1.68,102.0,36.13945578
../data/raw/images/m_407.jpg,1.73,73.0,24.39105884
../data/raw/images/m_408.jpg,1.8,93.0,28.7037037
../data/raw/images/m_409.jpg,1.85,74.0,21.62162162
../data/raw/images/m_410.jpg,1.82,92.0,27.77442338
../data/raw/images/m_411.jpg,1.73,76.0,25.39343112
../data/raw/images/m_412.jpg,1.7,68.0,23.52941176
../data/raw/images/m_413.jpg,1.75,80.0,26.12244898
../data/raw/images/m_414.jpg,1.84,78.0,23.03875236
../data/raw/images/m_415.jpg,1.78,82.0,25.88057064
../data/raw/images/m_416.jpg,1.75,78.0,25.46938776
../data/raw/images/m_417.jpg,1.88,84.0,23.76641014
../data/raw/images/m_418.jpg,1.73,70.0,23.38868656
../data/raw/images/m_419.jpg,1.91,80.0,21.92922343
../data/raw/images/m_420.jpg,1.88,80.0,22.63467632
../data/raw/images/m_421.jpg,1.78,64.0,20.19946976
../data/raw/images/m_422.jpg,1.8,72.0,22.22222222
../data/raw/images/m_423.jpg,1.82,93.0,28.07631929
../data/raw/images/m_424.jpg,1.8,73.0,22.5308642
../data/raw/images/m_425.jpg,1.7,75.0,25.95155709
../data/raw/images/m_426.jpg,1.78,75.0,23.67125363
../data/raw/images/m_427.jpg,1.92,104.0,28.21180556
../data/raw/images/m_428.jpg,1.75,72.0,23.51020408
../data/raw/images/m_429.jpg,1.73,78.0,26.06167931
../data/raw/images/m_430.jpg,1.8,77.0,23.7654321
../data/raw/images/m_431.jpg,1.87,83.0,23.73530842
../data/raw/images/m_432.jpg,2.12,130.0,28.9248843
../data/raw/images/m_433.jpg,1.63,60.0,22.58270917
../data/raw/images/m_434.jpg,1.83,80.0,23.88844098
../data/raw/images/m_435.jpg,1.8,88.0,27.16049383
../data/raw/images/m_436.jpg,2.16,147.0,31.50720165
../data/raw/images/m_437.jpg,2.29,125.0,23.83631128
../data/raw/images/m_438.jpg,1.76,72.0,23.24380165
../data/raw/images/m_439.jpg,2.26,163.0,31.91322735
../data/raw/images/m_440.jpg,1.75,84.0,27.42857143
../data/raw/images/m_441.jpg,1.64,64.0,23.7953599
../data/raw/images/m_442.jpg,2.26,135.0,26.43120056
../data/raw/images/m_443.jpg,1.93,75.0,20.13476872
../data/raw/images/m_444.jpg,1.83,90.0,26.8744961
../data/raw/images/m_445.jpg,2.12,120.0,26.6998932
../data/raw/images/m_446.jpg,1.85,82.0,23.95909423
../data/raw/images/m_447.jpg,1.83,75.0,22.39541342
../data/raw/images/m_448.jpg,1.73,68.0,22.72043837
../data/raw/images/m_449.jpg,1.78,80.0,25.2493372
../data/raw/images/m_450.jpg,1.75,78.0,25.46938776
../data/raw/images/m_451.jpg,1.88,77.0,21.78587596
../data/raw/images/m_452.jpg,1.77,83.0,26.49302563
../data/raw/images/m_453.jpg,1.8,77.0,23.7654321
../data/raw/images/m_454.jpg,1.73,72.0,24.05693475
../data/raw/images/m_455.jpg,1.86,78.0,22.54595907
../data/raw/images/m_456.jpg,1.83,93.0,27.77031264
../data/raw/images/m_457.jpg,1.78,81.0,25.56495392
../data/raw/images/m_458.jpg,1.74,76.0,25.10239133
../data/raw/images/m_459.jpg,2.06,159.0,37.46818739
../data/raw/images/m_460.jpg,1.84,113.0,33.37665406
../data/raw/images/m_461.jpg,1.73,60.0,20.04744562
../data/raw/images/m_462.jpg,2.21,122.0,24.97901353
../data/raw/images/m_463.jpg,1.85,84.0,24.54346238
../data/raw/images/m_464.jpg,2.11,116.0,26.05512006
../data/raw/images/m_465.jpg,1.88,80.0,22.63467632
../data/raw/images/m_466.jpg,1.78,81.0,25.56495392
